Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date
"172124","CVE-2022-4304","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2022-4450","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2023-0215","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2023-0216","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2023-0217","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2023-0401","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"174788","","","None","127.0.0.1","tcp","0","SQLite Local Detection (Linux)","The remote Linux host has SQLite Database software installed.","Version information for SQLite was retrieved from the remote
host.  SQLite is an embedded database written in C.

  - To discover instances of SQLite that are not in PATH, 
    or installed via a package manager, 'Perform thorough tests' 
    setting must be enabled.","n/a","https://www.sqlite.org/","
Nessus detected 2 installs of SQLite:

  Path    : /usr/bin/sqlite3
  Version : unknown

  Path    : /bin/sqlite3
  Version : unknown
","","","","","None","","","","2023/04/26","2025/04/30"
"175427","CVE-2022-29824","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.2 Multiple Vulnerabilities (TNS-2023-20)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.2. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-20 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. Several of the third-party
    components (libxml2, libxslt) were found to contain vulnerabilities, and updated versions have been made
    available by the provider.    Out of caution and in line with best practice, Tenable has opted to upgrade
    these components to address the potential impact of the issues. Nessus 10.5.2 updates libxml2 to version
    2.11.1 and libxslt to version 1.1.37 to address the identified vulnerabilities. Tenable has released
    Nessus 10.5.2 to address these issues. The installation files can be obtained from the Tenable Downloads
    Portal (https://www.tenable.com/downloads/nessus). (CVE-2022-29824, CVE-2023-28484, CVE-2023-29469)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.2 or later.","http://www.nessus.org/u?41bd64ec
https://www.tenable.com/security/TNS-2023-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.2
","","6.5","3.6","6.0","Medium","","","","2023/05/12","2024/06/13"
"175427","CVE-2023-28484","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.2 Multiple Vulnerabilities (TNS-2023-20)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.2. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-20 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. Several of the third-party
    components (libxml2, libxslt) were found to contain vulnerabilities, and updated versions have been made
    available by the provider.    Out of caution and in line with best practice, Tenable has opted to upgrade
    these components to address the potential impact of the issues. Nessus 10.5.2 updates libxml2 to version
    2.11.1 and libxslt to version 1.1.37 to address the identified vulnerabilities. Tenable has released
    Nessus 10.5.2 to address these issues. The installation files can be obtained from the Tenable Downloads
    Portal (https://www.tenable.com/downloads/nessus). (CVE-2022-29824, CVE-2023-28484, CVE-2023-29469)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.2 or later.","http://www.nessus.org/u?41bd64ec
https://www.tenable.com/security/TNS-2023-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.2
","","6.5","3.6","6.0","Medium","","","","2023/05/12","2024/06/13"
"175427","CVE-2023-29469","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.2 Multiple Vulnerabilities (TNS-2023-20)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.2. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-20 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. Several of the third-party
    components (libxml2, libxslt) were found to contain vulnerabilities, and updated versions have been made
    available by the provider.    Out of caution and in line with best practice, Tenable has opted to upgrade
    these components to address the potential impact of the issues. Nessus 10.5.2 updates libxml2 to version
    2.11.1 and libxslt to version 1.1.37 to address the identified vulnerabilities. Tenable has released
    Nessus 10.5.2 to address these issues. The installation files can be obtained from the Tenable Downloads
    Portal (https://www.tenable.com/downloads/nessus). (CVE-2022-29824, CVE-2023-28484, CVE-2023-29469)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.2 or later.","http://www.nessus.org/u?41bd64ec
https://www.tenable.com/security/TNS-2023-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.2
","","6.5","3.6","6.0","Medium","","","","2023/05/12","2024/06/13"
"177925","CVE-2023-0465","5.0","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.3 Multiple Vulnerabilities (TNS-2023-22)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.3. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-22 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. One of the third-party
    components (OpenSSL) was found to contain vulnerabilities, and updated versions have been made available
    by the provider. Out of caution and in line with best practice, Tenable has opted to upgrade these
    components to address the potential impact of the issues. Nessus 10.5.3 updates OpenSSL to version 3.0.9
    to address the identified vulnerabilities. Tenable has released Nessus 10.5.3 to address these issues.
    The installation files can be obtained from the Tenable Downloads Portal
    (https://www.tenable.com/downloads/nessus). (CVE-2023-0465, CVE-2023-0466, CVE-2023-1255, CVE-2023-2650)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.3 or later.","http://www.nessus.org/u?48b7ba11
https://www.tenable.com/security/TNS-2023-22","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.3
","","5.3","3.7","4.6","Medium","","","","2023/07/04","2024/06/13"
"177925","CVE-2023-0466","5.0","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.3 Multiple Vulnerabilities (TNS-2023-22)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.3. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-22 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. One of the third-party
    components (OpenSSL) was found to contain vulnerabilities, and updated versions have been made available
    by the provider. Out of caution and in line with best practice, Tenable has opted to upgrade these
    components to address the potential impact of the issues. Nessus 10.5.3 updates OpenSSL to version 3.0.9
    to address the identified vulnerabilities. Tenable has released Nessus 10.5.3 to address these issues.
    The installation files can be obtained from the Tenable Downloads Portal
    (https://www.tenable.com/downloads/nessus). (CVE-2023-0465, CVE-2023-0466, CVE-2023-1255, CVE-2023-2650)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.3 or later.","http://www.nessus.org/u?48b7ba11
https://www.tenable.com/security/TNS-2023-22","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.3
","","5.3","3.7","4.6","Medium","","","","2023/07/04","2024/06/13"
"177925","CVE-2023-1255","5.0","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.3 Multiple Vulnerabilities (TNS-2023-22)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.3. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-22 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. One of the third-party
    components (OpenSSL) was found to contain vulnerabilities, and updated versions have been made available
    by the provider. Out of caution and in line with best practice, Tenable has opted to upgrade these
    components to address the potential impact of the issues. Nessus 10.5.3 updates OpenSSL to version 3.0.9
    to address the identified vulnerabilities. Tenable has released Nessus 10.5.3 to address these issues.
    The installation files can be obtained from the Tenable Downloads Portal
    (https://www.tenable.com/downloads/nessus). (CVE-2023-0465, CVE-2023-0466, CVE-2023-1255, CVE-2023-2650)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.3 or later.","http://www.nessus.org/u?48b7ba11
https://www.tenable.com/security/TNS-2023-22","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.3
","","5.3","3.7","4.6","Medium","","","","2023/07/04","2024/06/13"
"177925","CVE-2023-2650","5.0","Medium","127.0.0.1","tcp","0","Tenable Nessus < 10.5.3 Multiple Vulnerabilities (TNS-2023-22)","An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.3. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-22 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. One of the third-party
    components (OpenSSL) was found to contain vulnerabilities, and updated versions have been made available
    by the provider. Out of caution and in line with best practice, Tenable has opted to upgrade these
    components to address the potential impact of the issues. Nessus 10.5.3 updates OpenSSL to version 3.0.9
    to address the identified vulnerabilities. Tenable has released Nessus 10.5.3 to address these issues.
    The installation files can be obtained from the Tenable Downloads Portal
    (https://www.tenable.com/downloads/nessus). (CVE-2023-0465, CVE-2023-0466, CVE-2023-1255, CVE-2023-2650)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Tenable Nessus 10.5.3 or later.","http://www.nessus.org/u?48b7ba11
https://www.tenable.com/security/TNS-2023-22","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.3
","","5.3","3.7","4.6","Medium","","","","2023/07/04","2024/06/13"
